Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM5,Thursday,2:00 PM - 4:30 PM
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,Bulley Room 4,Tuesday,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],3,O. Osei-Tutu,Bulley Room 5,Tuesday,10:00 AM - 12:30 PM
RELG 451,Bible and Family Dynamics [Sec B],3,Dr. J. Andor,Bulley Room 4,Thursday,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Boabab RM5,Monday,7:00 AM - 9:30 AM
AFST 205,Introduction to African Music [Sec B],1,E. Boahen,Bulley Room 2,Thursday,2:00 PM - 4:30 PM
FREN 122,French for General Communication II [Sec A],2,J. Rhule,Baoaba RM5,Wednesday,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec A],3,Ps. E. Osei,Baoaba RM5,Monday,10:00 AM - 12:30 PM
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,American High,Tuesday,7:00 AM - 9:30 AM
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Boabab RM5,Wednesday,2:00 PM - 4:30 PM
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baoaba RM5,Thursday,7:00 AM - 9:30 AM
AFST 243,Chieftaincy and Development [Sec A],1,F. Opoku,Bulley Room 1,Thursday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3,G. Preprah Tanoah,Baobab RM1,Monday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],3,G. Preprah Tanoah,American High,Monday,2:00 PM - 4:30 PM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Bulley Room 3,Tuesday,7:00 AM - 9:30 AM
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],3,Ps. I. Kyere,Bulley Room 5,Friday,7:00 AM - 9:30 AM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,Baobab RM3,Wednesday,10:00 AM - 12:30 PM
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,CS3,Thursday,10:00 AM - 12:30 PM
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,CH3-1&2,Monday,7:00 AM - 9:30 AM
MATH 121,College Algebra [Sec A],3.0,O. Osei-Tutu,American High,Tuesday,2:00 PM - 4:30 PM
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,Boabab RM5,Wednesday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [Sec A],3.0,O. Osei-Tutu,CS2,Monday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],3.0,O. Osei-Tutu,Bulley Room 2,Wednesday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],3.0,O. Osei-Tutu,Baobab RM3,Thursday,10:00 AM - 12:30 PM
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,CH1-1,Tuesday,2:00 PM - 4:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,3.0,E. Okoe,CC3,Tuesday,7:00 AM - 9:30 AM
COSC 130,Digital Electronics [Sec A],3.0,E. Okoe,Bulley Room 1,Tuesday,2:00 PM - 4:30 PM
COSC 124,Procedural Programming [Sec A],3.0,E. Okoe,American High,Wednesday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3.0,G. Preprah Tanoah,CC3,Thursday,2:00 PM - 4:30 PM
BBIS 213,IT for Business (MOS) [Sec A],3.0,G. Preprah Tanoah,CS2,Thursday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],3.0,G. Preprah Tanoah,CS2,Tuesday,7:00 AM - 9:30 AM
BBIS 260,Web and Social Management Tools [Sec A],3.0,G. Preprah Tanoah,MET 101,Friday,7:00 AM - 9:30 AM
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,CS3,Tuesday,10:00 AM - 12:30 PM
COSC 470,/ INFT 470 Computer & Cyber Forensics,3.0,M. Asare,CS1,Thursday,7:00 AM - 9:30 AM
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,CS LAB,Thursday,10:00 AM - 12:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,Bulley Room 3,Tuesday,2:00 PM - 4:30 PM
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,MET 103,Wednesday,10:00 AM - 12:30 PM
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,CS2,Wednesday,2:00 PM - 4:30 PM
CSCD 119,Introduction to Computer Science [Sec A],3.0,Prof. P. Yaw Owusu Amoako,American High,Thursday,7:00 AM - 9:30 AM
COSC 224,Object-Oriented Programming [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS LAB,Thursday,2:00 PM - 4:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS2,Friday,10:00 AM - 12:30 PM
COSC 480,Compiler Design [Sec A],3.0,Prof. P. Yaw Owusu Amoako,MET 101,Tuesday,7:00 AM - 9:30 AM
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,CS3,Wednesday,10:00 AM - 12:30 PM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],3.0,Prof. W. Ofoe Larkotey,Bulley Room 1,Monday,10:00 AM - 12:30 PM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],3.0,R. Amponsah,CS1,Wednesday,10:00 AM - 12:30 PM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],3.0,R. Amponsah,CS3,Thursday,7:00 AM - 9:30 AM
COSC 113,Elements of Programming [Sec A],3.0,R. Amponsah,GEN. LAB,Wednesday,7:00 AM - 9:30 AM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],3.0,R. W. Ambeh-Doh,Bulley Room 3,Monday,10:00 AM - 12:30 PM
BBIS 338,Enterprise Systems [Sec A],3.0,R. W. Ambeh-Doh,Baobab RM5,Wednesday,2:00 PM - 4:30 PM
INFT 115,Information Technology Foundation [Sec A],3.0,R. W. Ambeh-Doh,CC3,Monday,7:00 AM - 9:30 AM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],3.0,S. Ganu,Baobab RM3,Thursday,2:00 PM - 4:30 PM
BBIS 488,Decision Support Systems [Sec A],3.0,S. Ganu,Bulley Room 1,Friday,10:00 AM - 12:30 PM
COSC 240 / INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],3.0,S. Ganu,Baobab RM3,Thursday,7:00 AM - 9:30 AM
INFT 410,Internet-Enabled Applications Systems Development,3.0,S. Sebuabe,CS3,Monday,7:00 AM - 9:30 AM
INFT 340,Computer Vision: Concepts and Application [Sec A],3.0,S. Sebuabe,Bulley Room 2,Tuesday,10:00 AM - 12:30 PM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],3.0,S. Sebuabe,MET 103,Thursday,10:00 AM - 12:30 PM
STAT 384,Probability and Statistics [Sec A],3.0,TBA,Bulley Room 5,Tuesday,10:00 AM - 12:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,CH3-1&2,Wednesday,10:00 AM - 12:30 PM
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,CS3,Thursday,2:00 PM - 4:30 PM
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,CS1,Thursday,7:00 AM - 9:30 AM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,3.0,E. Okoe,CH1-1,Thursday,7:00 AM - 9:30 AM
COSC 130,Digital Electronics [Sec A],3.0,E. Okoe,CH3-1&2,Tuesday,2:00 PM - 4:30 PM
COSC 124,Procedural Programming [Sec A],3.0,E. Okoe,Baobab RM5,Thursday,2:00 PM - 4:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3.0,G. Preprah Tanoah,CS LAB,Tuesday,2:00 PM - 4:30 PM
BBIS 213,IT for Business (MOS) [Sec A],3.0,G. Preprah Tanoah,CH1-1,Monday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec A],3.0,G. Preprah Tanoah,American High,Tuesday,10:00 AM - 12:30 PM
BBIS 260,Web and Social Management Tools [Sec A],3.0,G. Preprah Tanoah,Baobab RM1,Friday,10:00 AM - 12:30 PM
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,Baobab RM1,Tuesday,2:00 PM - 4:30 PM
COSC 470,/ INFT 470 Computer & Cyber Forensics,3.0,M. Asare,American High,Tuesday,7:00 AM - 9:30 AM
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,Baobab RM3,Wednesday,2:00 PM - 4:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,MET 101,Wednesday,2:00 PM - 4:30 PM
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,CS LAB,Thursday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],3.0,O. Osei-Tutu,MET 103,Friday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],3.0,O. Osei-Tutu,MET 103,Friday,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],3.0,O. Osei-Tutu,CS2,Tuesday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],3.0,O. Osei-Tutu,Baobab RM3,Monday,7:00 AM - 9:30 AM
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,MET 101,Monday,10:00 AM - 12:30 PM
CSCD 119,Introduction to Computer Science [Sec A],3.0,Prof. P. Yaw Owusu Amoako,GEN. LAB,Friday,7:00 AM - 9:30 AM
COSC 224,Object-Oriented Programming [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS1,Monday,10:00 AM - 12:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CH1-1,Thursday,2:00 PM - 4:30 PM
COSC 480,Compiler Design [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS1,Friday,10:00 AM - 12:30 PM
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,CS3,Tuesday,2:00 PM - 4:30 PM
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,MET 103,Wednesday,10:00 AM - 12:30 PM
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,MET 101,Tuesday,10:00 AM - 12:30 PM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],3.0,Prof. W. Ofoe Larkotey,CS2,Wednesday,2:00 PM - 4:30 PM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],3.0,R. Amponsah,Baobab RM1,Wednesday,10:00 AM - 12:30 PM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],3.0,R. Amponsah,CS LAB,Thursday,7:00 AM - 9:30 AM
COSC 113,Elements of Programming [Sec A],3.0,R. Amponsah,GEN. LAB,Tuesday,2:00 PM - 4:30 PM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],3.0,R. W. Ambeh-Doh,CS1,Thursday,10:00 AM - 12:30 PM
BBIS 338,Enterprise Systems [Sec A],3.0,R. W. Ambeh-Doh,CS3,Monday,2:00 PM - 4:30 PM
INFT 115,Information Technology Foundation [Sec A],3.0,R. W. Ambeh-Doh,MET 103,Thursday,2:00 PM - 4:30 PM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],3.0,S. Ganu,CS3,Thursday,7:00 AM - 9:30 AM
BBIS 488,Decision Support Systems [Sec A],3.0,S. Ganu,CS2,Thursday,10:00 AM - 12:30 PM
COSC 240 / INFT 346,Systems Programming [Sec A] / DotNet Programming [Sec A],3.0,S. Ganu,Baobab RM5,Monday,10:00 AM - 12:30 PM
INFT 410,Internet-Enabled Applications Systems Development,3.0,S. Sebuabe,CS1,Friday,7:00 AM - 9:30 AM
INFT 340,Computer Vision: Concepts and Application [Sec A],3.0,S. Sebuabe,CS1,Monday,2:00 PM - 4:30 PM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],3.0,S. Sebuabe,GEN. LAB,Tuesday,7:00 AM - 9:30 AM
STAT 384,Probability and Statistics [Sec A],3.0,TBA,Baobab RM5,Tuesday,10:00 AM - 12:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,CS2,Wednesday,2:00 PM - 4:30 PM
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,American High,Thursday,7:00 AM - 9:30 AM
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,Baobab RM3,Thursday,2:00 PM - 4:30 PM
MATH 121,College Algebra [Sec A],3.0,O. Osei-Tutu,Baobab RM3,Wednesday,10:00 AM - 12:30 PM
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,CH1-1,Monday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],3.0,O. Osei-Tutu,Baobab RM3,Thursday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],3.0,O. Osei-Tutu,MET 103,Friday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [Sec B],3.0,O. Osei-Tutu,CC3,Monday,2:00 PM - 4:30 PM
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,American High,Wednesday,10:00 AM - 12:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,3.0,E. Okoe,CS3,Tuesday,7:00 AM - 9:30 AM
COSC 130,Digital Electronics [Sec A],3.0,E. Okoe,American High,Wednesday,7:00 AM - 9:30 AM
COSC 124,Procedural Programming [Sec A],3.0,E. Okoe,CH3-1&2,Wednesday,2:00 PM - 4:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3.0,G. Preprah Tanoah,Baobab RM1,Wednesday,7:00 AM - 9:30 AM
BBIS 213,IT for Business (MOS) [Sec A],3.0,G. Preprah Tanoah,CH1-1,Monday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],3.0,G. Preprah Tanoah,CS LAB,Wednesday,2:00 PM - 4:30 PM
BBIS 260,Web and Social Management Tools [Sec A],3.0,G. Preprah Tanoah,CH1-1,Thursday,2:00 PM - 4:30 PM
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,CC3,Friday,10:00 AM - 12:30 PM
COSC 470,/ INFT 470 Computer & Cyber Forensics,3.0,M. Asare,CC3,Wednesday,10:00 AM - 12:30 PM
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,GEN. LAB,Tuesday,2:00 PM - 4:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,CS2,Monday,7:00 AM - 9:30 AM
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,Baobab RM3,Monday,10:00 AM - 12:30 PM
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,CS1,Thursday,2:00 PM - 4:30 PM
CSCD 119,Introduction to Computer Science [Sec A],3.0,Prof. P. Yaw Owusu Amoako,American High,Monday,7:00 AM - 9:30 AM
COSC 224,Object-Oriented Programming [Sec A],3.0,Prof. P. Yaw Owusu Amoako,Baobab RM5,Monday,10:00 AM - 12:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CC3,Wednesday,7:00 AM - 9:30 AM
COSC 480,Compiler Design [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS3,Friday,10:00 AM - 12:30 PM
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,Baobab RM5,Tuesday,10:00 AM - 12:30 PM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],3.0,Prof. W. Ofoe Larkotey,American High,Wednesday,2:00 PM - 4:30 PM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],3.0,R. Amponsah,Baobab RM5,Thursday,7:00 AM - 9:30 AM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],3.0,R. Amponsah,CS2,Tuesday,2:00 PM - 4:30 PM
COSC 113,Elements of Programming [Sec A],3.0,R. Amponsah,CS2,Tuesday,10:00 AM - 12:30 PM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],3.0,R. W. Ambeh-Doh,GEN. LAB,Monday,10:00 AM - 12:30 PM
BBIS 338,Enterprise Systems [Sec A],3.0,R. W. Ambeh-Doh,MET 103,Thursday,2:00 PM - 4:30 PM
INFT 115,Information Technology Foundation [Sec A],3.0,R. W. Ambeh-Doh,CH1-1,Wednesday,7:00 AM - 9:30 AM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],3.0,S. Ganu,Baobab RM5,Wednesday,2:00 PM - 4:30 PM
BBIS 488,Decision Support Systems [Sec A],3.0,S. Ganu,Baobab RM1,Tuesday,10:00 AM - 12:30 PM
COSC 240 / INFT 346,Systems Programming {Sec A] / DotNet Programming [Sec A],3.0,S. Ganu,CH3-1&2,Monday,2:00 PM - 4:30 PM
INFT 410,Internet-Enabled Applications Systems Development,3.0,S. Sebuabe,Baobab RM5,Tuesday,2:00 PM - 4:30 PM
INFT 340,Computer Vision: Concepts and Application [Sec A],3.0,S. Sebuabe,CS LAB,Tuesday,10:00 AM - 12:30 PM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],3.0,S. Sebuabe,American High,Friday,10:00 AM - 12:30 PM
STAT 384,Probability and Statistics [Sec A],3.0,TBA,American High,Thursday,2:00 PM - 4:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,CS1,Tuesday,2:00 PM - 4:30 PM
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,American High,Friday,7:00 AM - 9:30 AM
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,American High,Tuesday,7:00 AM - 9:30 AM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,3.0,E. Okoe,CS2,Thursday,7:00 AM - 9:30 AM
COSC 130,Digital Electronics [Sec A],3.0,E. Okoe,CS2,Wednesday,2:00 PM - 4:30 PM
COSC 124,Procedural Programming [Sec A],3.0,E. Okoe,Baobab RM3,Wednesday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec B],3.0,G. Preprah Tanoah,CS LAB,Monday,2:00 PM - 4:30 PM
BBIS 213,IT for Business (MOS) [Sec A],3.0,G. Preprah Tanoah,CS3,Tuesday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],3.0,G. Preprah Tanoah,CS3,Friday,7:00 AM - 9:30 AM
BBIS 260,Web and Social Management Tools [Sec A],3.0,G. Preprah Tanoah,Baobab RM3,Thursday,7:00 AM - 9:30 AM
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,Baobab RM3,Thursday,2:00 PM - 4:30 PM
COSC 470,/ INFT 470 Computer & Cyber Forensics,3.0,M. Asare,Baobab RM3,Wednesday,10:00 AM - 12:30 PM
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,GEN. LAB,Wednesday,2:00 PM - 4:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,CS1,Wednesday,2:00 PM - 4:30 PM
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,Baobab RM5,Tuesday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],3.0,O. Osei-Tutu,Baobab RM3,Monday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],3.0,O. Osei-Tutu,Baobab RM3,Monday,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],3.0,O. Osei-Tutu,Baobab RM3,Thursday,10:00 AM - 12:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],3.0,O. Osei-Tutu,Baobab RM5,Thursday,2:00 PM - 4:30 PM
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,CS LAB,Tuesday,10:00 AM - 12:30 PM
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,CS2,Wednesday,7:00 AM - 9:30 AM
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,American High,Thursday,10:00 AM - 12:30 PM
CSCD 119,Introduction to Computer Science [Sec A],3.0,Prof. P. Yaw Owusu Amoako,Baobab RM5,Wednesday,7:00 AM - 9:30 AM
COSC 224,Object-Oriented Programming [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS LAB,Thursday,10:00 AM - 12:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS LAB,Friday,10:00 AM - 12:30 PM
COSC 480,Compiler Design [Sec A],3.0,Prof. P. Yaw Owusu Amoako,GEN. LAB,Thursday,2:00 PM - 4:30 PM
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,Baobab RM3,Tuesday,7:00 AM - 9:30 AM
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],3.0,Prof. W. Ofoe Larkotey,CS1,Thursday,7:00 AM - 9:30 AM
RNSG 101,Nursing and Midwifery Informatics [Sec A] [Jan. Batch],3.0,R. Amponsah,CS3,Tuesday,2:00 PM - 4:30 PM
COSC 346 / INFT 346,Software Engineering [Sec A] / Software Development Life Cycle [Sec A],3.0,R. Amponsah,GEN. LAB,Wednesday,10:00 AM - 12:30 PM
COSC 113,Elements of Programming [Sec A],3.0,R. Amponsah,GEN. LAB,Thursday,10:00 AM - 12:30 PM
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],3.0,R. W. Ambeh-Doh,CS2,Thursday,10:00 AM - 12:30 PM
BBIS 338,Enterprise Systems [Sec A],3.0,R. W. Ambeh-Doh,Baobab RM3,Wednesday,2:00 PM - 4:30 PM
INFT 115,Information Technology Foundation [Sec A],3.0,R. W. Ambeh-Doh,GEN. LAB,Monday,10:00 AM - 12:30 PM
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],3.0,S. Ganu,Baobab RM3,Tuesday,10:00 AM - 12:30 PM
BBIS 488,Decision Support Systems [Sec A],3.0,S. Ganu,CS3,Wednesday,2:00 PM - 4:30 PM
COSC 240 / INFT 346,Systems Programming [Sec A] / DotNet Programming [Sec A],3.0,S. Ganu,CS2,Thursday,2:00 PM - 4:30 PM
INFT 410,Internet-Enabled Applications Systems Development,3.0,S. Sebuabe,Baobab RM3,Tuesday,2:00 PM - 4:30 PM
INFT 340,Computer Vision: Concepts and Application [Sec A],3.0,S. Sebuabe,CS3,Monday,7:00 AM - 9:30 AM
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],3.0,S. Sebuabe,CS LAB,Thursday,2:00 PM - 4:30 PM
STAT 384,Probability and Statistics [Sec A],3.0,TBA,CS3,Thursday,10:00 AM - 12:30 PM
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,CS3,Tuesday,7:00 AM - 9:30 AM
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,GEN. LAB,Monday,10:00 AM - 12:30 PM
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,CS LAB,Friday,10:00 AM - 12:30 PM
MATH 121,College Algebra [Sec A],3.0,O. Osei-Tutu,Baobab RM5,Wednesday,2:00 PM - 4:30 PM
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,CS2,Tuesday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec A],3.0,O. Osei-Tutu,Baobab RM3,Thursday,7:00 AM - 9:30 AM
STAT 202,Statistical Methods for Health Sciences [HAC Sec A],3.0,O. Osei-Tutu,CS1,Thursday,2:00 PM - 4:30 PM
STAT 202,Statistical Methods for Health Sciences [Sec B],3.0,O. Osei-Tutu,Baobab RM3,Tuesday,2:00 PM - 4:30 PM
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,Baobab RM5,Monday,2:00 PM - 4:30 PM
COSC 272 / INFT 372,Data Communication & Computer Network II [Sec A] / Network Project Management,3.0,E. Okoe,Baobab RM3,Wednesday,2:00 PM - 4:30 PM
COSC 130,Digital Electronics [Sec A],3.0,E. Okoe,Baobab RM5,Wednesday,7:00 AM - 9:30 AM
COSC 124,Procedural Programming [Sec A],3.0,E. Okoe,GEN. LAB,Thursday,10:00 AM - 12:30 PM
COSC 117,Fundamentals of Computing Skills [Sec B],3.0,G. Preprah Tanoah,American High,Thursday,10:00 AM - 12:30 PM
BBIS 213,IT for Business (MOS) [Sec A],3.0,G. Preprah Tanoah,GEN. LAB,Wednesday,7:00 AM - 9:30 AM
COSC 117,Fundamentals of Computing Skills [Sec A],3.0,G. Preprah Tanoah,CS2,Tuesday,7:00 AM - 9:30 AM
BBIS 260,Web and Social Management Tools [Sec A],3.0,G. Preprah Tanoah,CS3,Friday,10:00 AM - 12:30 PM
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,CS LAB,Thursday,7:00 AM - 9:30 AM
COSC 470,/ INFT 470 Computer & Cyber Forensics,3.0,M. Asare,Baobab RM5,Thursday,7:00 AM - 9:30 AM
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,CS2,Thursday,10:00 AM - 12:30 PM
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,CS1,Friday,10:00 AM - 12:30 PM
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,Baobab RM3,Tuesday,7:00 AM - 9:30 AM
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,CS3,Friday,7:00 AM - 9:30 AM
CSCD 119,Introduction to Computer Science [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS LAB,Wednesday,7:00 AM - 9:30 AM
COSC 224,Object-Oriented Programming [Sec A],3.0,Prof. P. Yaw Owusu Amoako,GEN. LAB,Tuesday,10:00 AM - 12:30 PM
COCS 364 / INFT 364,Research Methods [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS2,Wednesday,10:00 AM - 12:30 PM
COSC 480,Compiler Design [Sec A],3.0,Prof. P. Yaw Owusu Amoako,CS LAB,Friday,7:00 AM - 9:30 AM
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,Baobab RM5,Friday,10:00 AM - 12:30 PM
